timestamp,temperature,dew_point,humidity,wind_speed,pressure,uv_index,hour,dayofweek,minute,pred_temp_plus_1h,pred_temp_plus_3h
2025-06-02T05:57:55.889076,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,57.0,59.0,59.0
2025-06-02T05:58:05.921440,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,58.0,59.0,59.0
2025-06-02T05:58:15.918961,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,58.0,59.0,59.0
2025-06-02T05:58:25.919336,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,58.0,59.0,59.0
2025-06-02T05:58:35.924512,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,58.0,59.0,59.0
2025-06-02T05:58:45.929006,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,58.0,59.0,59.0
2025-06-02T05:58:55.918840,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,58.0,59.0,59.0
2025-06-02T05:59:05.918274,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,59.0,59.0,59.0
2025-06-02T05:59:15.948437,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,59.0,59.0,59.0
2025-06-02T05:59:25.922830,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,59.0,59.0,59.0
2025-06-02T05:59:35.931561,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,59.0,59.0,59.0
2025-06-02T05:59:45.927958,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,59.0,59.0,59.0
2025-06-02T05:59:55.928000,48.0,44.0,88.0,6.03,29.94,0.0,5.0,0.0,59.0,59.0,59.0
2025-06-02T06:00:05.928231,48.0,44.0,88.0,6.03,29.94,0.0,6.0,0.0,0.0,59.94,59.0
2025-06-02T06:00:15.928381,48.0,44.0,88.0,6.03,29.94,0.0,6.0,0.0,0.0,59.94,59.0
2025-06-02T06:00:25.929819,48.0,44.0,88.0,6.03,29.94,0.0,6.0,0.0,0.0,59.94,59.0
2025-06-02T06:00:35.929930,48.0,44.0,88.0,6.03,29.94,0.0,6.0,0.0,0.0,59.94,59.0
2025-06-02T06:00:45.928142,48.0,44.0,88.0,6.03,29.94,0.0,6.0,0.0,0.0,59.94,59.0
2025-06-02T06:00:55.928044,48.0,44.0,88.0,6.03,29.94,0.0,6.0,0.0,0.0,59.94,59.0
